105677.8432844057,64448.03830817773,6.296545635139609,3.309364962431234,1300,85000
km,fuel,age,price
-0.63117,-1,-0.69395,0.19940
-0.03001,-1,-0.39178,0.16356
0.45497,-1,1.11908,0.08841
2.08419,-1,0.81691,0.05257
0.95150,-1,0.51474,0.11589
-0.46855,-1,-0.99613,0.16356
0.13531,-1,-0.39178,0.16356
-0.50239,-1,0.21256,0.12533
2.27039,-1,1.72343,0.05018
0.99805,-1,0.21256,0.07993
-1.29838,-1,1.11908,0.02031
-0.75530,-1,-0.08961,0.18638
-0.10517,1,-0.08961,0.11470
-0.41835,-1,-0.99613,0.16243
-1.34752,-1,-1.60047,0.31780
1.03032,-1,0.81691,0.07766
1.01356,-1,0.51474,0.08004
1.63422,-1,1.11908,0.05615
0.98253,-1,0.81691,0.10992
-0.14629,-1,-0.08961,0.21135
0.68772,1,1.42126,0.04301
-1.55595,-1,-1.90264,0.40143
0.67375,-1,1.72343,0.05735
-0.88719,1,-0.39178,0.34170
0.45440,-1,0.21256,0.09080
0.27964,-1,0.51474,0.11828
-0.83244,-1,-0.99613,0.28182
0.99805,1,1.72343,0.04421
0.68772,-1,0.51474,0.15161
0.67220,-1,1.11908,0.09080
1.46742,-1,1.72343,0.04301
-0.65260,-1,-0.99613,0.18035
1.22133,-1,0.51474,0.07993
0.20671,-1,0.21256,0.12664
-1.63958,-1,-1.90264,0.34170
-0.15017,-1,0.51474,0.11589
0.09392,-1,-0.69395,0.12772
0.82737,-1,1.42126,0.06093
-1.46766,-1,-1.60047,0.30538
-0.49153,-1,-0.69395,0.17324
0.81651,-1,0.81691,0.10872
0.79633,-1,0.21256,0.12664
-0.10827,1,1.72343,0.05614
0.16016,-1,0.51474,0.07993
2.00661,-1,1.72343,0.04182
-1.22855,-1,-1.60047,0.27001
0.84288,-1,0.81691,0.07527
-1.10344,-1,-1.29830,0.24725
0.79633,-1,1.11908,0.03226
0.22223,-1,0.81691,0.15137
-0.21223,-1,-0.69395,0.13967
0.09034,-1,-0.39178,0.15161
-0.24326,-1,-0.08961,0.19952
1.27734,-1,0.81691,0.09916
1.06011,-1,0.21256,0.07885
0.01586,-1,-0.08961,0.13740
0.45497,-1,-0.39178,0.12664
0.00500,-1,-0.99613,0.22342
-1.08115,-1,-0.69395,0.17563
0.60202,-1,0.81691,0.10382
0.88943,-1,0.81691,0.03823
-0.56911,-1,-0.69395,0.18280
0.95150,-1,0.51474,0.07407
0.16016,-1,1.42126,0.07885
0.25326,-1,1.42126,0.09200
1.31872,-1,0.21256,0.06798
-1.17425,-1,-0.69395,0.15412
-0.21347,-1,-0.39178,0.16356
-0.19671,1,0.51474,0.10394
-0.63550,-1,-0.69395,0.16846
1.15321,-1,1.72343,0.06213
-1.17425,-1,-1.29830,0.22939
-1.36820,-1,-1.29830,0.22330
-0.72427,-1,-0.39178,0.19952
0.45497,-1,0.21256,0.08961
-0.14747,-1,0.21256,0.17509
0.99805,1,1.11908,0.05018
-0.67125,-1,-0.99613,0.16272
-0.13465,-1,-0.08961,0.20789
0.14221,-1,-0.99613,0.16726
-1.15798,1,-0.99613,0.16284
0.73427,-1,0.51474,0.14576
-1.40699,-1,-1.60047,0.31697
0.79633,-1,0.81691,0.08590
-0.24792,-1,-0.39178,0.19940
1.96006,-1,0.51474,0.05496
1.33941,-1,0.81691,0.06691
-1.51561,1,-1.60047,0.26404
0.06706,-1,0.21256,0.09785
0.16579,-1,0.21256,0.10143
0.42394,-1,0.21256,0.11219
1.77387,-1,0.81691,0.06213
0.84288,-1,1.72343,0.05018
-0.58307,1,1.11908,0.10980
-0.43722,-1,-0.39178,0.17551
0.37739,-1,-0.08961,0.13381
0.02052,-1,0.51474,0.15173
-0.44498,-1,0.21256,0.19833
-0.84840,-1,-0.08961,0.17443
-1.10549,1,-1.60047,0.55658
-0.58462,-1,-0.99613,0.22939
-0.93736,-1,-0.69395,0.16189
-0.67772,1,-0.69395,0.14564
-0.93653,-1,-0.69395,0.18638
-0.22775,-1,-0.39178,0.14576
-0.08965,-1,-0.69395,0.15161
0.84288,-1,1.11908,0.06213
-0.56911,-1,0.51474,0.16965
1.29286,-1,1.72343,0.06213
-0.63798,-1,-0.99613,0.18268
1.23079,1,1.42126,0.01912
-0.55359,-1,-0.69395,0.16965
0.51704,-1,0.51474,0.13381
0.28429,-1,-0.08961,0.12545
0.91891,-1,-0.99613,0.15161
-0.73979,-1,-0.39178,0.22939
-0.61566,-1,-0.99613,0.19235
-0.70301,-1,-0.99613,0.18387
0.51704,-1,1.11908,0.07049
-1.15097,-1,0.21256,0.12784
-0.49649,-1,-0.99613,0.17551
-1.04081,-1,-0.69395,0.20538
0.95150,-1,1.11908,0.08005
-0.72481,1,-0.99613,0.16356
-1.63795,-1,-0.39178,0.24612
-1.16183,-1,-1.29830,0.25926
0.29981,-1,0.81691,0.13978
0.11051,-1,0.81691,0.08961
0.40842,-1,1.42126,0.10992
-0.83203,-1,-1.29830,0.30693
0.96701,-1,0.81691,0.07049
1.24631,-1,0.81691,0.06798
-0.57687,-1,-0.69395,0.28303
-1.48613,-1,-1.60047,0.22210
1.61870,-1,1.72343,0.05018
-0.00082,-1,0.21256,0.15054
-1.07944,-1,-0.99613,0.18638
1.07563,-1,0.51474,0.06810
-0.70875,-1,-0.69395,0.24731
-0.55359,-1,-0.69395,0.13978
-1.46440,1,-1.60047,0.36667
1.71180,-1,1.42126,0.06213
-0.81737,-1,-0.39178,0.18519
-0.20616,-1,-0.39178,0.19940
-1.17425,-1,-0.39178,0.18638
0.92046,-1,0.81691,0.09188
-1.40946,-1,-1.60047,0.25687
0.20671,-1,0.81691,0.12784
-0.61721,-1,-0.08961,0.17324
-0.08810,-1,-0.08961,0.11470
0.65669,-1,0.21256,0.08602
0.19120,-1,-0.08961,0.16129
-0.60014,-1,-0.99613,0.26523
1.64973,-1,1.42126,0.07527
0.40842,-1,-0.08961,0.10992
-1.63612,-1,1.42126,0.04062
1.35492,-1,1.72343,0.06213
0.99805,-1,0.81691,0.07407
1.43251,-1,0.21256,0.07288
-0.39843,1,0.81691,0.15771
-0.84064,-1,0.21256,0.16368
-0.92598,-1,-0.99613,0.22222
-0.15017,-1,-0.39178,0.18160
-0.75530,1,-0.99613,0.37861
-0.98805,-1,-1.29830,0.27121
0.34636,-1,0.51474,0.08590
0.17568,-1,-0.39178,0.14576
-0.56911,-1,-0.69395,0.14217
-0.75864,-1,-0.99613,0.25922
0.33084,-1,-0.08961,0.15173
0.16204,-1,-0.08961,0.11577
0.37739,-1,-0.08961,0.15161
-1.12770,-1,-1.29830,0.27121
-0.53477,-1,-0.69395,0.13919
1.52560,-1,1.11908,0.06452
1.27734,-1,0.81691,0.06571
1.38596,-1,1.11908,0.08602
1.26183,-1,0.51474,0.06798
-0.63893,-1,-0.39178,0.14576
-0.75530,1,-0.69395,0.23417
-1.17890,-1,-0.99613,0.24612
-1.22308,-1,-0.69395,0.17431
-1.60870,-1,-1.90264,0.37455
0.78082,-1,0.81691,0.08244
-0.61566,-1,-0.08961,0.12772
-0.80185,-1,-0.99613,0.17563
0.12913,-1,0.21256,0.08303
0.22223,-1,-0.08961,0.13859
-0.39843,-1,0.81691,0.10394
0.47049,-1,0.21256,0.10394
0.06706,1,0.51474,0.08602
-0.30533,-1,0.21256,0.13978
-0.66931,1,-0.39178,0.37861
1.13769,-1,1.11908,0.06810
-0.11913,-1,-0.39178,0.24731
1.52560,-1,1.72343,0.05615
1.09115,-1,0.81691,0.08925
-0.97253,-1,-0.99613,0.16726
0.64427,-1,0.21256,0.08590
0.96701,-1,0.81691,0.07885
-0.56476,-1,-0.39178,0.16356
1.23079,-1,0.81691,0.08601
-0.61566,1,-0.69395,0.21386
1.61870,-1,1.11908,0.06691
0.42394,-1,0.21256,0.11828
-0.86392,-1,-0.39178,0.29391
-0.25878,-1,0.51474,0.18638
-1.02895,-1,-0.69395,0.22330
-0.43613,-1,-0.69395,0.14564
-0.27461,-1,-0.08961,0.12174
-1.30789,-1,-1.29830,0.24612
1.06787,-1,0.51474,0.13740
0.65669,-1,0.81691,0.13859
-0.87149,-1,-0.99613,0.19331
0.76530,-1,0.21256,0.08005
-0.08810,-1,-0.08961,0.15173
1.02908,-1,1.72343,0.06153
1.86696,-1,0.81691,0.03763
-0.86392,-1,-0.69395,0.14934
-0.39843,-1,-0.39178,0.16726
0.94382,-1,0.21256,0.09188
-0.36378,-1,-0.69395,0.16667
-0.80185,1,-0.69395,0.13381
1.34717,-1,0.81691,0.08124
-1.02684,-1,-0.99613,0.22222
0.65405,-1,1.11908,0.07885
-1.63716,-1,0.21256,0.12784
0.29981,-1,0.51474,0.18160
0.73427,-1,1.72343,0.07885
0.06706,-1,0.51474,0.16249
0.78858,-1,0.51474,0.06810
0.20671,-1,-0.69395,0.14934
0.16016,-1,-0.39178,0.13978
0.82737,-1,0.21256,0.08722
1.30837,-1,1.11908,0.06810
-1.29001,-1,-1.29830,0.22330
-1.63958,-1,-1.90264,0.34170
-0.57899,1,0.21256,0.13967
0.50152,-1,0.81691,0.13978
0.47049,-1,0.21256,0.10155
-0.63816,-1,-0.08961,0.16010
-0.98805,-1,-0.99613,0.27109
0.38515,-1,0.21256,0.10382
0.22223,-1,-0.08961,0.15771
-0.60524,-1,-0.99613,0.18507
2.58072,-1,1.72343,0.05615
-0.33636,-1,0.21256,0.13608
-1.20571,1,-1.29830,0.49761
-0.41394,-1,1.11908,0.11947
-1.51561,-1,-1.90264,0.48029
2.36349,-1,1.42126,0.05376
0.02905,-1,0.51474,0.10382
-1.11218,-1,-0.99613,0.15771
0.73427,1,1.72343,0.09188
-0.11913,-1,0.21256,0.17551
-0.42946,-1,0.51474,0.18602
0.52480,-1,0.51474,0.08005
1.15321,-1,-0.39178,0.07885
-1.39039,1,-1.60047,0.34241
2.09971,-1,1.72343,0.03584
-0.28089,-1,-0.08961,0.13106
1.29286,-1,1.42126,0.05006
0.34636,-1,-0.08961,0.12784
0.84288,-1,-0.39178,0.11589
1.26183,-1,0.51474,1.00000
-0.87943,1,-0.99613,0.15878
0.28429,-1,0.51474,0.10382
-1.60095,-1,-1.60047,0.35842
-0.53032,-1,0.51474,0.08363
0.92046,1,1.72343,0.03465
-0.78634,-1,0.21256,0.17563
-0.26964,-1,0.21256,0.09438
1.45578,-1,1.42126,0.04898
0.09810,-1,-0.39178,0.14576
-1.09977,-1,-1.29830,0.23297
-1.47526,-1,-1.60047,0.41338
-1.09356,-1,-1.60047,0.33082
-0.47601,1,-0.39178,0.16965
-0.05396,-1,-0.39178,0.13369
-0.78634,-1,-1.29830,0.24253
0.56359,-1,0.51474,0.10633
0.37739,-1,1.11908,0.07407
-0.00973,-1,0.51474,0.09797
-1.44733,-1,0.51474,0.09785
-0.91047,1,-0.39178,0.18626
0.68772,-1,0.51474,0.12664
0.83512,-1,1.11908,0.08483
-1.46248,-1,-1.60047,0.25317
0.45497,-1,0.81691,0.11231
-1.44733,-1,-1.60047,0.23333
-0.93953,-1,-0.99613,0.27802
-1.10442,-1,-1.29830,0.25806
1.51009,-1,1.72343,0.05974
0.30912,-1,1.42126,0.08602
0.95926,-1,-0.69395,0.12545
-0.36739,-1,-0.69395,0.13501
-1.11994,-1,-1.29830,0.26523
-0.53807,-1,-0.69395,0.14576
1.41699,-1,0.81691,0.06213
-0.18120,-1,1.42126,0.10382
-0.47601,-1,0.51474,0.12545
-1.60870,-1,-1.90264,0.32975
-0.18120,-1,0.51474,0.12186
-0.40308,-1,-0.69395,0.19355
0.23774,-1,0.51474,0.11589
-1.48457,-1,-1.90264,0.21266
0.26878,-1,0.81691,0.14277
-1.11218,-1,-0.99613,0.28793
1.23079,-1,1.72343,0.03943
0.19120,-1,0.81691,0.12186
-0.70517,-1,-0.39178,0.17551
-1.39070,-1,-1.60047,0.26511
-0.46049,1,0.51474,0.34289
-1.51561,-1,-1.60047,0.23417
-0.46049,-1,0.51474,0.10992
-0.12844,-1,-0.39178,0.16953
0.90495,-1,1.11908,0.08423
-0.55359,-1,-0.99613,0.19940
-0.78634,-1,-0.39178,0.22342
0.53256,-1,0.21256,0.08244
0.16016,-1,-0.39178,0.18638
-0.63117,-1,-0.69395,0.22330
-0.13465,-1,-0.69395,0.17443
-1.60870,-1,-1.90264,0.40968
-1.34272,-1,-0.99613,0.19343
0.62565,-1,-0.39178,0.12186
-0.54583,-1,0.51474,0.10275
-0.70875,-1,-0.99613,0.17909
-0.39998,-1,-0.69395,0.18746
-1.43210,-1,-1.29830,0.26404
0.29981,-1,0.21256,0.12186
-0.86392,-1,-1.29830,0.28315
0.34636,-1,0.81691,0.13978
0.16016,-1,-0.08961,0.12186
1.74283,-1,0.21256,0.05376
-0.87168,-1,-0.69395,0.23524
-0.73692,-1,-0.99613,0.23297
2.14626,-1,1.72343,0.05496
0.93598,-1,0.51474,0.11231
-0.46049,-1,-0.08961,0.21027
0.40842,-1,0.81691,0.15771
-1.28260,-1,-1.29830,0.22939
-1.28286,-1,0.21256,0.13967
1.35492,1,0.81691,0.05603
-0.56135,-1,-0.99613,0.20669
0.57910,-1,-0.99613,0.12772
-0.24565,-1,-0.39178,0.14576
0.02542,-1,0.51474,0.12772
-0.58554,-1,-0.99613,0.32963
-0.80581,-1,-0.99613,0.22222
-0.79946,-1,-0.69395,0.15771
-1.19876,-1,-0.99613,0.19833
0.21447,-1,-0.99613,0.15878
-0.83289,-1,-0.39178,0.18757
0.84288,-1,1.11908,0.05496
0.31533,-1,0.81691,0.12784
0.73823,-1,0.51474,0.09198
-0.70390,-1,-0.99613,0.18674
-0.56911,-1,-0.39178,0.19235
-1.45509,-1,-1.60047,0.40191
-0.24326,-1,-0.39178,0.19355
0.84288,-1,1.11908,0.07993
-0.89495,-1,-0.99613,0.25806
0.37708,-1,0.21256,0.10036
-0.87168,-1,-0.99613,0.19343
-0.25102,-1,-0.99613,0.24134
-0.88564,-1,-0.99613,0.24731
-0.08810,-1,0.51474,0.11470
-0.59704,-1,-0.99613,0.16846
-0.84642,-1,0.51474,0.15054
-0.70875,-1,-0.69395,0.15771
0.84288,-1,-0.39178,0.10382
-0.27430,-1,-0.08961,0.15890
-1.54664,-1,-1.90264,0.25806
0.92046,-1,1.11908,0.08005
-0.25240,-1,-1.29830,0.16356
-0.46049,-1,0.81691,0.13381
0.95150,-1,0.81691,0.08710
-1.23631,-1,-0.39178,0.20669
0.84288,-1,-0.08961,0.09797
0.99805,-1,0.51474,0.09200
-0.61566,-1,-0.69395,0.19833
0.42394,-1,0.21256,0.10633
-1.47686,-1,-1.60047,0.37775
-1.19287,-1,-1.60047,0.30693
1.66525,-1,0.81691,0.05376
1.83593,-1,0.81691,0.07168
-1.26890,-1,-0.39178,0.16249
-1.38527,-1,-1.60047,0.27109
0.51704,-1,0.51474,0.10155
0.52945,-1,0.21256,0.09188
-0.13465,-1,0.81691,0.11470
0.00608,-1,0.51474,0.12724
1.54112,-1,1.42126,0.04659
0.39291,-1,0.81691,0.10394
-1.15563,-1,-1.29830,0.24719
-1.18413,-1,-1.29830,0.24361
1.46354,-1,1.42126,0.03823
2.54968,-1,1.72343,0.03823
-0.04155,-1,-0.69395,0.16356
-1.06748,-1,-1.29830,0.22330
0.00500,-1,0.21256,0.10394
-1.44698,-1,-1.60047,0.25878
1.38596,-1,0.81691,0.07407
-1.22542,-1,-1.60047,0.28268
0.47049,-1,0.51474,0.09677
-1.63958,-1,-1.90264,0.31302
2.23936,-1,1.72343,0.06810
-0.72277,-1,-0.99613,0.24730
-1.37286,1,-0.69395,0.16117
-0.27430,-1,-0.39178,0.19355
1.07563,-1,0.51474,0.08303
-0.36739,-1,-0.69395,0.16368
-1.03460,-1,-1.29830,0.26822
-0.47601,-1,-1.29830,0.20550
1.15321,-1,-0.39178,0.11470
1.82041,-1,1.42126,0.06571
-1.13308,-1,-0.99613,0.17546
-0.00121,-1,0.51474,0.12115
1.18890,-1,0.81691,0.09188
1.72732,-1,1.72343,0.05615
1.04460,-1,0.51474,0.09200
-0.75530,-1,-0.69395,0.15771
0.22378,-1,-0.69395,0.15400
0.39080,-1,-0.08961,0.16694
-0.19671,1,1.11908,0.07407
-1.63663,-1,0.51474,0.09677
-0.34567,-1,-0.08961,0.16356
-1.40854,-1,-1.60047,0.34134
-0.97408,-1,-0.69395,0.20550
-1.27291,-1,-1.60047,0.37838
0.33084,-1,0.21256,0.10394
1.13769,-1,0.81691,0.09080
-0.08810,-1,0.21256,0.13978
0.45657,-1,0.21256,0.09188
0.25326,-1,-0.99613,0.15173
-1.51793,1,-1.29830,0.28196
-0.80728,-1,-0.69395,0.22939
0.05155,-1,-0.08961,0.21135
-1.63958,-1,-1.90264,0.45030
-0.28361,-1,-0.69395,0.13262
-0.65445,-1,-0.99613,0.18698
0.61014,-1,0.21256,0.08602
1.30837,-1,1.11908,0.06201
1.10666,-1,1.11908,0.07407
0.06706,-1,-0.08961,0.13381
-1.08115,-1,-0.39178,0.20550
-0.29555,-1,0.81691,0.11577
-0.20758,-1,0.81691,0.08590
-0.50704,-1,-0.39178,0.19952
0.24448,-1,0.81691,0.13859
0.87392,-1,1.11908,0.09797
0.31222,-1,0.21256,0.11947
-0.20447,-1,-0.39178,0.24134
0.22223,-1,0.81691,0.11589
-1.22506,-1,-0.99613,0.26996
-0.13465,-1,0.81691,0.12425
0.26878,-1,-0.39178,0.12664
-0.33636,-1,-0.39178,0.23895
-1.59474,-1,-1.90264,0.38293
0.53256,-1,1.11908,0.10275
1.23079,-1,0.81691,0.08244
0.89719,-1,0.51474,0.09785
0.68772,-1,-0.69395,0.14456
-1.33717,-1,-1.60047,0.18746
1.06011,-1,0.51474,0.05974
-0.84927,-1,-0.99613,0.21027
-1.56216,-1,-1.60047,0.25806
0.34636,-1,0.21256,0.08471
1.69628,-1,0.81691,0.06571
1.58767,-1,0.21256,0.07515
1.15321,-1,0.81691,0.06571
0.06706,-1,0.51474,0.16726
-0.71068,-1,-0.39178,0.20550
-0.14241,-1,1.11908,0.10992
-0.11913,-1,-0.08961,0.17204
-0.55359,1,0.51474,0.10370
-0.78634,-1,-0.99613,0.18638
0.42394,-1,-0.69395,0.21135
-0.97138,-1,-0.99613,0.20699
-1.24938,-1,-1.29830,0.27001
1.51009,-1,1.72343,0.04409
-0.93297,1,0.21256,0.18757
-0.82832,-1,-0.99613,0.23883
0.56359,-1,0.81691,0.10382
0.06706,-1,0.51474,0.09188
0.68772,-1,-0.39178,0.12186
-1.23139,-1,-0.99613,0.20538
-0.64144,-1,-0.99613,0.16953
0.02571,-1,0.81691,0.09791
-0.19671,-1,-0.39178,0.21027
1.06787,-1,0.51474,0.09200
-0.28205,-1,-0.69395,0.20550
-0.41036,1,1.11908,0.13262
0.32308,-1,-0.39178,0.13740
0.48601,-1,0.51474,0.09797
0.61014,-1,-0.08961,0.09200
1.57991,-1,0.81691,0.06201
0.17568,-1,-0.08961,0.11589
-0.17589,-1,0.51474,0.09200
-1.43027,-1,-1.60047,0.25448
-1.12056,-1,-0.39178,0.20884
-0.74919,-1,-0.08961,0.14576
-1.12459,-1,-0.99613,0.18757
0.73427,-1,-0.08961,0.15054
-0.16568,-1,-0.39178,0.13977
-0.35188,-1,-0.69395,0.15173
0.17568,-1,-0.39178,0.18160
0.99805,-1,0.21256,0.08363
-0.78634,1,-0.69395,0.19952
-0.18120,-1,0.51474,0.09797
0.51704,-1,0.21256,0.09438
-0.75653,1,-0.08961,0.19833
0.22223,-1,-0.08961,0.08602
0.45497,-1,0.81691,0.13967
-1.60870,-1,-1.90264,0.24767
-0.76503,-1,0.51474,0.21123
-0.61095,1,-0.39178,0.15161
0.76530,-1,1.42126,0.08005
0.99805,-1,0.21256,0.06810
0.53007,-1,0.81691,0.06798
0.42860,-1,-0.69395,0.13369
1.69628,-1,0.81691,0.08841
-0.01052,-1,0.21256,0.09916
-0.73979,-1,-0.69395,0.26511
-1.62112,1,-1.90264,0.36559
-0.67772,-1,-0.69395,0.17324
0.17568,-1,0.51474,0.10992
1.30837,-1,0.81691,0.17563
-1.26734,-1,-0.69395,0.23417
0.29981,-1,-0.69395,0.08005
-1.63747,-1,0.21256,0.12186
-0.44886,-1,-0.69395,0.26762
-0.28205,-1,0.21256,0.12772
1.27734,-1,-0.39178,0.10382
0.84288,-1,1.11908,0.08901
-0.68548,-1,-0.39178,0.25329
0.14465,-1,-0.39178,0.15771
-0.55328,-1,-0.99613,0.17551
-1.26762,-1,-0.39178,0.22927
1.01527,-1,1.11908,0.09438
0.40842,-1,-0.39178,0.13859
0.53256,-1,-0.69395,0.16368
-1.04236,-1,-0.99613,0.18757
1.30837,-1,1.72343,0.05615
-0.32972,1,-0.69395,0.19833
-1.26734,-1,-1.29830,0.23536
-1.59939,1,-1.90264,0.40143
-1.63682,-1,1.11908,0.13023
0.86771,-1,0.81691,0.08351
-0.12689,-1,0.21256,0.15042
-1.41090,-1,-1.60047,0.39020
0.31533,-1,0.21256,0.13141
-1.27147,-1,-1.60047,0.32723
0.68477,-1,1.72343,0.07766
0.45497,-1,0.51474,0.11589
0.85840,-1,0.51474,0.10753
0.02052,-1,0.51474,0.07407
0.68772,-1,0.81691,0.10155
0.92046,-1,0.51474,0.06810
0.73427,-1,0.81691,0.07766
0.45497,1,0.81691,0.13381
-0.70875,-1,-0.08961,0.17204
-0.40619,-1,0.51474,0.14217
0.95150,-1,0.81691,0.06810
-0.32860,-1,-0.39178,0.23524
0.43946,-1,1.11908,0.09188
0.15861,-1,-0.69395,0.17551
-1.22370,-1,-0.69395,0.17551
-1.01908,-1,-0.99613,0.22330
-0.86392,-1,-0.69395,0.27001
-1.63969,1,-1.90264,0.75986
-1.00357,-1,-1.29830,0.23297
0.68772,-1,0.21256,0.13967
-0.08344,-1,0.51474,0.11816
-0.61566,1,0.81691,0.10872
1.16873,-1,0.81691,0.08602
0.65669,-1,1.11908,0.10394
0.53256,-1,0.51474,0.15054
-1.40699,1,-1.60047,0.45639
-0.47367,-1,-0.99613,0.21135
-1.07935,-1,-0.99613,0.19343
-1.30614,-1,-0.69395,0.24719
1.07563,-1,0.51474,0.06213
-1.43802,-1,-1.60047,0.24134
0.29981,-1,-0.69395,0.15054
-1.56216,-1,-1.60047,0.27001
0.46273,-1,1.72343,0.07527
1.44802,-1,0.81691,0.05615
-0.66996,-1,-0.39178,0.18148
0.25326,1,0.81691,0.13978
-0.58768,-1,-0.39178,0.18638
0.37739,-1,0.81691,0.08961
-0.87943,-1,-0.99613,0.14576
1.07563,-1,0.51474,0.10382
0.98253,-1,1.11908,0.05496
-1.32941,1,-0.99613,0.18519
-0.92598,-1,-1.29830,0.20550
0.22223,-1,0.21256,0.14564
0.09810,-1,0.81691,0.10394
2.23936,-1,0.51474,0.05018
0.57910,-1,0.81691,0.10992
1.72732,-1,0.81691,0.09188
-1.03460,-1,-0.69395,0.23513
-0.67772,1,-0.69395,0.37873
0.33084,-1,0.81691,0.13859
-0.49153,1,-0.08961,0.09861
-1.52026,-1,-1.29830,0.31774
2.13074,-1,1.42126,0.04779
-0.28981,-1,-0.69395,0.21493
1.33941,-1,0.81691,0.08005
-0.63117,1,0.81691,0.09200
-1.07389,-1,-0.69395,0.16906
-0.92598,-1,-1.29830,0.27001
-1.06372,-1,-0.99613,0.16272
-0.38291,-1,-0.39178,0.14576
-0.88719,-1,-1.29830,0.25687
-0.22775,-1,-0.69395,0.22342
-0.22775,-1,0.51474,0.13380
-1.13167,-1,-1.29830,0.20550
-1.31473,-1,-1.60047,0.22222
-0.40851,-1,-0.69395,0.19821
-0.06625,-1,-0.39178,0.21135
-0.09964,-1,-0.69395,0.15161
0.76530,1,1.42126,0.06093
0.61014,-1,0.21256,0.08363
-0.55359,1,-0.99613,0.15149
-0.09275,-1,-0.08961,0.13262
-0.55752,-1,-0.99613,0.19833
-0.04155,-1,0.21256,0.10394
1.46354,-1,1.11908,0.07993
-0.11058,-1,-0.99613,0.27001
0.16016,-1,-0.39178,0.12772
-0.27274,-1,-0.08961,0.18757
0.68772,-1,-0.08961,0.11589
1.23079,1,0.51474,0.13847
-0.24326,-1,0.21256,0.12784
1.11473,-1,1.11908,0.08005
-1.42941,-1,-1.60047,0.30454
-0.37515,1,-0.69395,0.34277
-1.17102,-1,-0.99613,0.24122
-1.06563,-1,-0.99613,0.25926
1.02908,-1,0.51474,0.08005
0.36963,-1,0.21256,0.12185
2.23936,-1,1.72343,0.05615
-1.06098,-1,-1.29830,0.19833
0.26245,-1,-0.39178,0.14576
0.06706,-1,-0.08961,0.16249
0.45497,-1,1.11908,0.06798
0.87392,-1,1.72343,0.05854
-0.80185,-1,-0.39178,0.22342
-1.63716,-1,0.21256,0.09080
-0.36182,-1,-0.99613,0.19940
0.71875,1,0.51474,0.15771
0.53256,-1,-0.39178,0.13967
0.64117,-1,1.42126,0.07646
-0.10362,-1,0.51474,0.10275
-0.55359,-1,0.21256,0.18746
0.51704,-1,0.51474,0.09797
0.17568,-1,0.21256,0.13859
-1.20062,-1,-0.69395,0.18638
1.82041,-1,1.72343,0.05018
-0.38390,-1,-0.39178,0.18519
-1.39148,1,-1.60047,0.47312
0.29981,-1,-0.99613,0.15771
-0.63117,-1,-0.08961,0.17563
1.19976,-1,1.72343,0.06213
-1.32365,-1,-1.60047,0.32581
-0.63376,-1,-0.99613,0.16272
0.70324,-1,0.51474,0.08841
0.95150,-1,0.51474,0.11828
0.05155,-1,-0.08961,0.12186
-1.23631,-1,-1.29830,0.28913
-0.05707,-1,-0.39178,0.18519
0.58058,-1,0.81691,0.14576
-0.41394,-1,0.81691,0.22342
1.18424,-1,1.42126,0.06213
1.46354,-1,1.72343,0.04182
-0.50977,1,0.51474,0.17384
-1.36199,-1,-1.29830,0.33692
1.13769,-1,0.81691,0.07885
-0.47601,-1,-0.99613,0.17551
-0.10827,-1,-0.69395,0.18387
-0.07913,-1,-0.99613,0.16249
-0.39843,-1,-0.99613,0.15054
-1.48595,-1,-1.60047,0.36559
1.12218,-1,1.72343,0.05974
0.09211,1,-0.39178,0.18746
-0.15017,-1,0.21256,0.11947
1.35492,-1,1.72343,0.06571
-0.66221,-1,-0.69395,0.19940
-0.59238,-1,-0.69395,0.22330
-0.28205,-1,0.51474,0.18996
-0.63117,-1,-1.29830,0.33082
0.84288,-1,0.81691,0.13978
-0.27430,-1,-0.08961,0.16129
1.23079,-1,0.81691,0.09200
1.77387,-1,1.72343,0.06213
-1.40715,1,-1.60047,0.37276
0.76530,-1,0.81691,0.08722
-0.58462,-1,-0.69395,0.16607
0.70324,-1,1.11908,0.08005
-0.35188,-1,-0.69395,0.24731
-0.19671,-1,-0.39178,0.19355
1.11442,-1,0.21256,0.10753
-0.63117,-1,0.51474,0.19833
0.14465,-1,0.51474,0.09200
1.37044,-1,1.42126,0.04779
0.12913,-1,-0.08961,0.11589
1.09115,-1,0.51474,0.07407
0.15861,-1,0.51474,0.10394
0.45497,-1,0.21256,0.08005
0.99805,-1,0.81691,0.09200
-0.19671,-1,0.21256,0.16726
-0.16878,1,-0.99613,0.31768
1.02908,-1,0.81691,0.07766
1.13769,-1,-0.69395,0.13859
1.46354,-1,1.42126,0.04301
0.85840,-1,1.11908,0.06559
-0.24326,-1,-0.08961,0.17563
-0.83289,1,-0.39178,0.37873
0.53256,-1,0.81691,0.05496
0.82737,-1,1.11908,0.09200
-1.55440,-1,-0.99613,0.25925
-0.26033,-1,-0.39178,0.17790
-0.18120,1,-0.39178,0.15651
0.99805,-1,1.72343,0.06213
-1.30578,-1,-1.60047,0.30096
1.55664,-1,1.11908,0.09200
0.69548,-1,0.81691,0.08841
-0.83289,-1,-0.39178,0.15771
0.61014,-1,0.21256,0.09200
0.93598,-1,1.11908,0.07049
0.29981,-1,0.81691,0.10036
-0.52256,-1,-0.39178,0.15173
