105677.8432844057,64448.03830817773,6.296545635139609,3.309364962431234,1300,85000
km,fuel,age,price
1.30015,-1,1.11908,0.05603
1.52560,-1,1.11908,0.06810
-0.18120,-1,0.21256,0.08602
-1.48690,-1,-1.60047,0.35424
-0.16568,-1,-0.39178,0.23536
-0.72441,-1,-0.39178,0.15167
-0.68961,-1,-0.99613,0.19952
-1.32795,-1,-1.60047,0.27073
-0.11913,-1,0.81691,0.11577
0.93598,-1,1.11908,0.07766
1.23079,-1,-0.39178,0.09797
1.55664,-1,1.42126,0.06571
1.46354,-1,0.81691,0.06798
1.46354,-1,1.11908,0.05615
-0.75189,-1,-0.69395,0.23524
0.12913,-1,0.21256,0.12186
1.92903,-1,1.72343,0.02628
0.17568,-1,0.81691,0.10394
0.43946,-1,0.81691,0.11589
0.61014,-1,0.51474,0.08590
0.99805,-1,1.11908,0.10992
-0.95546,-1,-0.69395,0.26882
-0.46049,-1,-0.99613,0.16249
-1.63958,-1,-1.90264,0.38471
-0.87718,-1,-1.29830,0.21625
-0.21223,-1,-0.08961,0.13381
-0.07258,1,0.51474,0.13381
1.85114,-1,0.51474,0.06213
0.45497,-1,0.21256,0.08244
0.03603,-1,-0.39178,0.15771
-0.53807,-1,-0.69395,0.15173
1.35492,-1,1.42126,0.06810
-1.38992,1,-1.29830,0.27706
0.31533,-1,-0.69395,0.12545
0.91891,-1,-0.69395,0.13978
-0.89348,1,-0.39178,0.15161
-0.85344,-1,-0.99613,0.15687
-0.38235,-1,-0.99613,0.21123
-0.53807,-1,-0.39178,0.21386
0.28429,-1,-0.08961,0.14564
0.84288,-1,0.81691,0.11589
-0.02178,-1,-0.69395,0.23524
-1.43781,1,-1.60047,0.31063
2.23936,-1,1.72343,0.04301
0.22223,-1,-0.08961,0.10992
1.72732,-1,1.42126,0.08949
-0.45584,-1,-0.69395,0.15759
0.52087,-1,0.81691,0.10275
-0.73979,-1,-1.29830,0.27121
1.61870,-1,1.11908,0.03226
1.38596,-1,1.11908,0.06571
-0.86392,-1,-0.69395,0.18757
1.15321,-1,2.02560,0.03226
0.45497,-1,0.51474,0.09438
-0.42946,-1,0.21256,0.17563
0.37739,-1,0.81691,0.08244
-0.08655,-1,-0.39178,0.15173
0.59462,-1,1.72343,0.08602
0.61790,-1,0.81691,0.09140
-0.11913,-1,-0.39178,0.18757
-0.42946,-1,-0.39178,0.27419
-0.07913,-1,-0.99613,0.16249
-0.39843,-1,-0.39178,0.21744
-0.84840,1,-0.39178,0.39068
1.61870,-1,1.72343,0.06452
-0.22309,-1,-0.39178,0.14576
0.87547,-1,1.72343,0.06511
1.61870,-1,0.81691,0.07049
-0.05707,-1,0.51474,0.09737
-0.82823,-1,-1.29830,0.27240
-0.82513,-1,-0.39178,0.20550
-0.10725,-1,-0.69395,0.14492
-1.60870,-1,-1.90264,0.45878
0.14465,-1,-0.08961,0.14934
-0.27430,-1,-0.08961,0.15639
-0.32240,-1,-0.39178,0.17551
-0.86392,1,-0.39178,0.17802
-1.07494,-1,-0.08961,0.22103
0.50152,1,0.81691,0.05018
-1.36665,1,-1.29830,0.22222
0.47049,-1,-0.69395,0.17443
-1.46130,-1,0.81691,0.14325
-0.46049,-1,0.51474,0.10275
-0.42999,-1,-0.99613,0.22939
-1.62422,-1,-1.90264,0.37276
2.00661,-1,1.11908,0.06201
-1.16649,1,-0.69395,0.24134
-1.40555,-1,-1.60047,0.27061
-0.10206,1,0.81691,0.09785
-1.37596,1,-1.60047,0.28053
-0.80185,1,-0.08961,0.16368
1.24988,-1,0.51474,0.07993
0.61014,1,1.42126,0.15173
-1.40854,-1,-1.60047,0.35484
0.56768,1,1.72343,0.05974
-0.44498,-1,-0.39178,0.20550
0.92046,-1,0.81691,0.07407
-1.03460,-1,-0.39178,0.19833
-0.49153,-1,-1.29830,0.21744
-1.41940,-1,0.81691,0.13740
1.46354,-1,1.42126,0.04421
-0.13155,-1,-0.99613,0.21613
-0.76927,-1,-0.69395,0.18746
0.82737,-1,-0.08961,0.07826
-1.43802,-1,-1.60047,0.37754
-0.41098,-1,-0.99613,0.17732
-0.87466,-1,-1.29830,0.27061
0.03117,-1,1.11908,0.10633
-0.60014,-1,-0.08961,0.18160
0.28429,-1,1.42126,0.08722
-0.50704,-1,-0.69395,0.16129
0.83668,-1,0.51474,0.07993
1.33941,-1,1.11908,0.06810
-1.18658,-1,-1.29830,0.21022
1.19976,-1,0.81691,0.04659
-0.61566,-1,0.51474,0.15771
1.58767,-1,1.72343,0.04659
-1.50785,1,-1.60047,0.35484
-0.84840,-1,-0.99613,0.25329
-1.12382,-1,-1.60047,0.29336
-0.60014,-1,-0.39178,0.18757
1.17650,-1,0.81691,0.10992
-0.01052,-1,-1.29830,0.13978
-1.12020,-1,-0.99613,0.19940
1.44802,-1,0.81691,0.05018
-0.79875,-1,-0.39178,0.20550
2.58072,-1,1.72343,0.03644
1.56439,-1,0.81691,0.07288
0.68772,-1,0.51474,0.08483
0.00846,-1,0.21256,0.11290
-1.07339,-1,-0.99613,0.24719
0.30757,-1,1.11908,0.09677
-0.11913,-1,0.21256,0.12664
0.56359,-1,0.81691,0.08602
0.22223,-1,0.21256,0.17563
0.44722,-1,-0.08961,0.08602
-1.56562,-1,-1.60047,0.24002
1.04460,-1,1.11908,0.06810
-1.48330,-1,-1.29830,0.31290
0.42394,-1,0.81691,0.09200
-0.57687,-1,0.21256,0.17802
-0.88623,-1,-0.99613,0.17551
-0.80382,-1,-0.99613,0.19104
-0.28205,-1,0.81691,0.15173
1.74283,-1,1.11908,0.06213
-1.63718,-1,0.51474,0.11588
-1.42716,-1,-1.60047,0.30454
-0.30223,-1,-0.08961,0.12545
-1.01908,-1,-1.29830,0.23477
1.02908,-1,1.72343,0.06691
-0.47601,-1,-0.99613,0.22222
-1.28039,-1,-1.60047,0.25914
-0.56911,-1,-0.69395,0.22939
-0.67772,-1,0.81691,0.05735
1.07563,-1,-0.08961,0.09797
0.53256,-1,0.51474,0.07993
0.62565,-1,1.42126,0.08602
-0.24326,1,0.81691,0.16356
0.55488,-1,0.21256,0.12772
-0.47601,1,0.81691,0.28303
-0.13465,-1,-0.39178,0.14576
1.09115,-1,1.11908,0.07288
-0.78804,-1,-0.69395,0.04898
1.60807,-1,1.11908,0.05603
0.85840,-1,1.42126,0.07049
-0.93340,-1,-0.99613,0.19355
-0.08810,-1,0.51474,0.13978
13.41115,-1,0.21256,0.12186
0.55428,1,1.72343,0.06798
0.98253,-1,0.81691,0.07885
1.21528,-1,1.72343,0.06213
-0.05707,-1,0.21256,0.15173
1.39029,-1,1.42126,0.03823
0.20671,-1,-0.08961,0.10394
-1.13390,-1,-0.99613,0.26523
0.53256,-1,0.21256,0.12186
-0.08810,-1,-0.08961,0.14934
0.87392,-1,0.81691,0.13978
-0.42480,-1,-0.39178,0.19235
0.51704,-1,0.81691,0.09200
-0.70875,-1,-0.39178,0.18638
-0.21223,-1,-0.39178,0.15759
-0.65629,-1,-0.39178,0.19940
1.61870,-1,0.81691,0.06213
-0.96628,-1,-0.99613,0.19833
0.28429,-1,0.21256,0.09797
-0.33636,-1,-0.39178,0.23166
1.26183,-1,0.81691,0.08829
1.43251,-1,0.21256,0.09797
-1.63972,-1,-1.90264,0.44432
0.68772,-1,0.81691,0.14576
0.84288,-1,0.51474,0.08363
0.92046,-1,1.42126,0.06213
0.12913,1,1.11908,0.09200
-1.48613,1,-1.60047,0.56977
0.59462,-1,0.81691,0.09200
0.15392,-1,-0.99613,0.22341
1.30837,-1,0.51474,0.07407
0.43946,-1,1.11908,0.08363
2.22384,-1,1.42126,0.05018
-0.47601,-1,0.81691,0.10382
-0.35188,-1,-0.69395,0.20550
2.78243,-1,1.72343,0.03823
-1.56216,-1,-1.60047,0.30585
-1.28077,-1,-1.60047,0.33990
1.01356,-1,0.21256,0.09677
-0.93492,-1,-0.99613,0.18638
